gene_id	cons_num	cons_bp	cons_prop
ENSG00000206535	35	3615	0.0715827
ENSG00000206536	9	1006	0.0199204
ENSG00000206538	27	2329	0.0461179
ENSG00000206549	20	1380	0.0273262
ENSG00000206557	24	2373	0.0469892
ENSG00000206559	42	4473	0.0885725
ENSG00000206560	22	1574	0.0311677
ENSG00000206561	19	1505	0.0298014
ENSG00000206562	41	2373	0.0469892
ENSG00000206579	25	2155	0.0426724
ENSG00000211445	7	509	0.0100790
ENSG00000211448	22	2702	0.0535039
ENSG00000211450	32	4061	0.0804143
ENSG00000211452	24	1609	0.0318608
ENSG00000211455	23	1756	0.0347716
ENSG00000211456	19	1267	0.0250886
ENSG00000211460	14	872	0.0172670
ENSG00000211584	55	4521	0.0895230
ENSG00000212122	16	1306	0.0258609
ENSG00000212123	43	2681	0.0530881
ENSG00000212124	2	177	0.0035049
ENSG00000212126	4	221	0.0043762
ENSG00000212127	5	342	0.0067721
ENSG00000212128	0	0	0.0000000
ENSG00000212657	34	2489	0.0492862
ENSG00000212658	47	3196	0.0632859
ENSG00000212659	16	719	0.0142373
ENSG00000212710	23	2379	0.0471080
ENSG00000212721	31	1638	0.0324350
ENSG00000212722	32	1720	0.0340587
ENSG00000212724	33	1716	0.0339795
ENSG00000212725	21	1764	0.0349300
ENSG00000212747	13	1496	0.0296232
ENSG00000212807	0	0	0.0000000
ENSG00000212864	59	5129	0.1015623
ENSG00000212899	58	3899	0.0772064
ENSG00000212900	55	3642	0.0721174
ENSG00000212901	46	3337	0.0660779
ENSG00000212907	123	4128	0.3762990
ENSG00000212916	18	1610	0.0318806
ENSG00000212933	22	906	0.0179402
ENSG00000212935	35	1336	0.0264549
ENSG00000212938	6	343	0.0067919
ENSG00000212993	31	1796	0.0355637
ENSG00000213015	38	5196	0.1028891
ENSG00000213020	2	171	0.0033861
ENSG00000213022	20	1993	0.0394646
ENSG00000213023	19	4032	0.0798400
ENSG00000213024	8	1133	0.0224352
ENSG00000213030	15	2336	0.0462565
ENSG00000213047	13	726	0.0143760
ENSG00000213064	25	1973	0.0390685
ENSG00000213066	4	356	0.0070494
ENSG00000213079	5	594	0.0117621
ENSG00000213085	74	5950	0.1178195
ENSG00000213088	60	6388	0.1264925
ENSG00000213096	0	0	0.0000000
ENSG00000213123	35	3557	0.0704342
ENSG00000213139	29	3871	0.0766519
ENSG00000213145	31	2942	0.0582563
ENSG00000213160	30	1613	0.0319400
ENSG00000213171	64	5387	0.1066712
ENSG00000213185	13	770	0.0152472
ENSG00000213186	26	4888	0.0967902
ENSG00000213190	66	4579	0.0906715
ENSG00000213199	84	7261	0.1437793
ENSG00000213203	4	91	0.0018019
ENSG00000213204	8	625	0.0123760
ENSG00000213213	12	486	0.0096236
ENSG00000213214	0	0	0.0000000
ENSG00000213215	8	1028	0.0203560
ENSG00000213218	23	1499	0.0296826
ENSG00000213221	63	3863	0.0764935
ENSG00000213231	8	325	0.0064355
ENSG00000213246	65	5152	0.1020178
ENSG00000213265	23	2837	0.0561771
ENSG00000213281	43	6685	0.1323736
ENSG00000213297	3	120	0.0023762
ENSG00000213316	35	2876	0.0569494
ENSG00000213337	67	5660	0.1120770
ENSG00000213339	49	6981	0.1382349
ENSG00000213341	35	2648	0.0524346
ENSG00000213347	26	1927	0.0381577
ENSG00000213366	46	4157	0.0823152
ENSG00000213380	50	4652	0.0921170
ENSG00000213390	43	3608	0.0714441
ENSG00000213397	31	2873	0.0568900
ENSG00000213398	71	5682	0.1125126
ENSG00000213401	0	0	0.0000000
ENSG00000213402	44	4215	0.0834637
ENSG00000213413	51	4261	0.0843746
ENSG00000213416	23	1257	0.0248906
ENSG00000213417	29	1304	0.0258213
ENSG00000213420	42	3649	0.0722560
ENSG00000213424	32	2631	0.0520980
ENSG00000213445	89	11723	0.2321340
ENSG00000213462	1	120	0.0023762
ENSG00000213463	22	1393	0.0275836
ENSG00000213465	11	768	0.0152076
ENSG00000213471	51	3749	0.0742362
ENSG00000213512	10	551	0.0109107
ENSG00000213516	18	1027	0.0203362
ENSG00000213523	47	3603	0.0713451
ENSG00000213533	48	4765	0.0943546
ENSG00000213551	30	3098	0.0613453
ENSG00000213563	28	3164	0.0626522
ENSG00000213578	66	5158	0.1021366
ENSG00000213585	9	799	0.0158215
ENSG00000213588	117	16533	0.3273796
ENSG00000213593	57	6325	0.1252450
ENSG00000213614	17	1009	0.0199798
ENSG00000213619	34	3713	0.0735233
ENSG00000213625	35	4040	0.0799984
ENSG00000213626	28	1981	0.0392269
ENSG00000213638	14	1293	0.0256035
ENSG00000213639	25	1631	0.0322964
ENSG00000213648	2	386	0.0076434
ENSG00000213654	60	5317	0.1052850
ENSG00000213658	38	3360	0.0665333
ENSG00000213672	33	3291	0.0651670
ENSG00000213676	74	6981	0.1382349
ENSG00000213689	103	6551	0.1297202
ENSG00000213694	1	48	0.0009505
ENSG00000213699	34	2802	0.0554840
ENSG00000213714	35	1934	0.0382963
ENSG00000213719	94	7836	0.1551652
ENSG00000213722	89	7723	0.1529277
ENSG00000213741	56	5844	0.1157205
ENSG00000213759	0	0	0.0000000
ENSG00000213760	71	5240	0.1037603
ENSG00000213762	9	540	0.0106929
ENSG00000213780	51	4905	0.0971268
ENSG00000213782	21	1773	0.0351082
ENSG00000213793	7	296	0.0058613
ENSG00000213799	0	0	0.0000000
ENSG00000213809	0	0	0.0000000
ENSG00000213822	0	0	0.0000000
ENSG00000213853	15	851	0.0168512
ENSG00000213859	107	10140	0.2007881
ENSG00000213886	19	2214	0.0438407
ENSG00000213889	0	0	0.0000000
ENSG00000213892	6	497	0.0098414
ENSG00000213901	89	6617	0.1310271
ENSG00000213903	71	6420	0.1271262
ENSG00000213906	70	6637	0.1314231
ENSG00000213918	47	2600	0.0514841
ENSG00000213920	79	6334	0.1254233
ENSG00000213921	0	0	0.0000000
ENSG00000213923	5	312	0.0061781
ENSG00000213927	26	1502	0.0297420
ENSG00000213928	96	9918	0.1963921
ENSG00000213930	68	5386	0.1066514
ENSG00000213931	46	3342	0.0661769
ENSG00000213934	21	1098	0.0217421
ENSG00000213937	53	4064	0.0804737
ENSG00000213949	22	1538	0.0304548
ENSG00000213965	23	2171	0.0429892
ENSG00000213967	0	0	0.0000000
ENSG00000213973	1	220	0.0043563
ENSG00000213977	23	1924	0.0380983
ENSG00000213983	29	3652	0.0723154
ENSG00000213988	0	0	0.0000000
ENSG00000213995	2	79	0.0015643
ENSG00000213996	21	2419	0.0479000
ENSG00000213999	63	4156	0.0822954
ENSG00000214013	25	2215	0.0438605
ENSG00000214021	48	4752	0.0940971
ENSG00000214022	17	832	0.0164749
ENSG00000214026	18	1048	0.0207521
ENSG00000214029	5	1018	0.0201580
ENSG00000214042	5	108	0.0021386
ENSG00000214046	16	1153	0.0228312
ENSG00000214050	35	3656	0.0723946
ENSG00000214063	71	5134	0.1016614
ENSG00000214078	33	4216	0.0834835
ENSG00000214087	54	3602	0.0713253
ENSG00000214097	13	1443	0.0285737
ENSG00000214102	16	1638	0.0324350
ENSG00000214107	10	1043	0.0206531
ENSG00000214113	19	1109	0.0219600
ENSG00000214114	29	2880	0.0570286
ENSG00000214128	21	1457	0.0288509
ENSG00000214140	19	1173	0.0232273
ENSG00000214160	52	5845	0.1157403
ENSG00000214193	41	6139	0.1215620
ENSG00000214194	34	2104	0.0416625
ENSG00000214212	38	4080	0.0807905
ENSG00000214216	21	2074	0.0410685
ENSG00000214226	22	2252	0.0445932
ENSG00000214237	26	2171	0.0429892
ENSG00000214253	2	88	0.0017425
ENSG00000214265	0	0	0.0000000
ENSG00000214274	12	1248	0.0247124
ENSG00000214279	7	254	0.0050296
ENSG00000214285	22	1867	0.0369696
ENSG00000214290	35	2489	0.0492862
ENSG00000214300	9	994	0.0196828
ENSG00000214309	86	8642	0.1711253
ENSG00000214324	12	757	0.0149898
ENSG00000214336	23	1603	0.0317419
ENSG00000214338	7	209	0.0041385
ENSG00000214357	11	746	0.0147720
ENSG00000214360	14	999	0.0197818
ENSG00000214367	33	2641	0.0522960
ENSG00000214376	1	54	0.0010693
ENSG00000214402	24	1613	0.0319400
ENSG00000214413	25	2628	0.0520386
ENSG00000214414	19	1614	0.0319598
ENSG00000214415	12	890	0.0176234
ENSG00000214435	32	1482	0.0293460
ENSG00000214447	44	4210	0.0833647
ENSG00000214456	45	3265	0.0646522
ENSG00000214491	37	3594	0.0711669
ENSG00000214510	3	73	0.0014455
ENSG00000214511	10	695	0.0137621
ENSG00000214513	8	1051	0.0208115
ENSG00000214517	29	1845	0.0365339
ENSG00000214518	31	1835	0.0363359
ENSG00000214530	34	3994	0.0790875
ENSG00000214534	1	66	0.0013069
ENSG00000214562	2	126	0.0024950
ENSG00000214575	38	3624	0.0717610
ENSG00000214595	15	876	0.0173462
ENSG00000214642	2	160	0.0031683
ENSG00000214652	0	0	0.0000000
ENSG00000214654	14	2644	0.0523554
ENSG00000214655	64	7842	0.1552840
ENSG00000214681	8	274	0.0054256
ENSG00000214686	11	982	0.0194452
ENSG00000214688	39	2902	0.0574642
ENSG00000214694	44	3743	0.0741173
ENSG00000214700	4	649	0.0128512
ENSG00000214706	111	6897	0.1365716
ENSG00000214711	30	3072	0.0608305
ENSG00000214717	2	110	0.0021782
ENSG00000214736	54	3763	0.0745134
ENSG00000214753	39	3154	0.0624542
ENSG00000214756	57	9250	0.1831647
ENSG00000214782	8	421	0.0083365
ENSG00000214787	1	42	0.0008317
ENSG00000214814	23	2334	0.0462169
ENSG00000214819	0	0	0.0000000
ENSG00000214827	2	407	0.0080592
ENSG00000214842	27	2334	0.0462169
ENSG00000214860	17	1597	0.0316231
ENSG00000214866	18	1064	0.0210689
ENSG00000214872	19	1251	0.0247718
ENSG00000214891	0	0	0.0000000
ENSG00000214897	14	761	0.0150690
ENSG00000214929	2	97	0.0019208
ENSG00000214940	8	959	0.0189897
ENSG00000214941	38	3594	0.0711669
ENSG00000214943	14	1073	0.0212471
ENSG00000214944	25	1344	0.0266133
ENSG00000214946	8	1394	0.0276034
ENSG00000214954	26	2245	0.0444546
ENSG00000214960	24	1284	0.0254252
ENSG00000214967	0	0	0.0000000
ENSG00000214978	25	1769	0.0350290
ENSG00000215009	5	430	0.0085147
ENSG00000215012	28	1965	0.0389101
ENSG00000215018	25	3057	0.0605335
ENSG00000215021	54	3780	0.0748500
ENSG00000215029	2	168	0.0033267
ENSG00000215041	62	4113	0.0814439
ENSG00000215045	20	2411	0.0477416
ENSG00000215113	0	0	0.0000000
ENSG00000215114	11	656	0.0129898
ENSG00000215115	0	0	0.0000000
ENSG00000215126	4	294	0.0058217
ENSG00000215131	24	1958	0.0387715
ENSG00000215148	70	10091	0.1998178
ENSG00000215174	0	0	0.0000000
ENSG00000215183	38	4568	0.0904537
ENSG00000215186	0	0	0.0000000
ENSG00000215187	25	2642	0.0523158
ENSG00000215193	12	924	0.0182967
ENSG00000215203	14	1210	0.0239599
ENSG00000215217	46	2610	0.0516821
ENSG00000215218	17	1725	0.0341577
ENSG00000215251	52	5354	0.1060177
ENSG00000215252	12	1487	0.0294450
ENSG00000215262	11	715	0.0141581
ENSG00000215269	0	0	0.0000000
ENSG00000215271	55	8800	0.1742540
ENSG00000215277	60	3933	0.0778796
ENSG00000215301	19	1777	0.0351874
ENSG00000215305	40	4276	0.0846716
ENSG00000215343	0	0	0.0000000
ENSG00000215356	0	0	0.0000000
ENSG00000215372	1	27	0.0005346
ENSG00000215375	21	1899	0.0376032
ENSG00000215397	29	3126	0.0618998
ENSG00000215421	35	2411	0.0477416
ENSG00000215440	58	5954	0.1178987
ENSG00000215454	37	1755	0.0347518
ENSG00000215455	32	1246	0.0246728
ENSG00000215472	7	302	0.0059801
ENSG00000215474	48	4444	0.0879983
ENSG00000215475	27	1975	0.0391081
ENSG00000215529	29	3483	0.0689689
ENSG00000215545	6	423	0.0083761
ENSG00000215547	1	36	0.0007129
ENSG00000215568	0	0	0.0000000
ENSG00000215595	33	2402	0.0475634
ENSG00000215612	5	534	0.0105740
ENSG00000215644	0	0	0.0000000
ENSG00000215695	28	2838	0.0561969
ENSG00000215704	35	1908	0.0377814
ENSG00000215712	18	1514	0.0299796
ENSG00000215717	23	1562	0.0309301
ENSG00000215784	0	0	0.0000000
ENSG00000215788	48	3805	0.0753450
ENSG00000215817	40	3451	0.0683353
ENSG00000215845	78	7791	0.1542742
ENSG00000215853	12	862	0.0170690
ENSG00000215883	31	3370	0.0667313
ENSG00000215906	3	181	0.0035841
ENSG00000215910	18	960	0.0190095
ENSG00000215915	15	1069	0.0211679
ENSG00000216490	66	5759	0.1140373
ENSG00000216588	1	77	0.0015247
ENSG00000216649	0	0	0.0000000
ENSG00000216921	0	0	0.0000000
ENSG00000216937	9	1142	0.0226134
ENSG00000217128	11	784	0.0155244
ENSG00000217236	64	5611	0.1111067
ENSG00000217442	61	5625	0.1113839
ENSG00000217555	16	1126	0.0222966
ENSG00000217930	87	5179	0.1025524
ENSG00000218305	5	267	0.0052870
ENSG00000218336	51	5827	0.1153839
ENSG00000218739	18	1276	0.0252668
ENSG00000218819	10	956	0.0189303
ENSG00000218823	21	1926	0.0381379
ENSG00000218891	42	5471	0.1083345
ENSG00000219073	26	1906	0.0377418
ENSG00000219200	24	2104	0.0416625
ENSG00000219435	91	8494	0.1681947
ENSG00000219438	14	1206	0.0238807
ENSG00000219481	18	1582	0.0313261
ENSG00000219545	25	2821	0.0558603
ENSG00000219607	2	131	0.0025940
ENSG00000219626	48	4299	0.0851270
ENSG00000220008	21	1196	0.0236827
ENSG00000220201	48	4493	0.0889685
ENSG00000220205	31	2598	0.0514445
ENSG00000220948	0	0	0.0000000
ENSG00000221813	7	370	0.0073266
ENSG00000221818	22	1446	0.0286331
ENSG00000221821	29	1725	0.0341577
ENSG00000221823	30	2247	0.0444942
ENSG00000221826	0	0	0.0000000
ENSG00000221829	75	7476	0.1480367
ENSG00000221836	6	1309	0.0259203
ENSG00000221837	33	1136	0.0224946
ENSG00000221838	57	6228	0.1233243
ENSG00000221840	16	978	0.0193660
ENSG00000221843	48	4130	0.0817806
ENSG00000221852	47	3342	0.0661769
ENSG00000221855	20	1049	0.0207719
ENSG00000221858	18	1636	0.0323954
ENSG00000221859	33	1166	0.0230887
ENSG00000221864	20	1104	0.0218610
ENSG00000221866	31	2583	0.0511475
ENSG00000221867	20	2524	0.0499792
ENSG00000221869	20	1913	0.0378804
ENSG00000221874	3	111	0.0021980
ENSG00000221878	0	0	0.0000000
ENSG00000221880	33	2516	0.0498208
ENSG00000221882	15	2443	0.0483753
ENSG00000221886	40	3004	0.0594840
ENSG00000221887	19	1490	0.0295044
ENSG00000221888	1	70	0.0013861
ENSG00000221890	30	3304	0.0654244
ENSG00000221900	4	309	0.0061187
ENSG00000221909	27	3518	0.0696620
ENSG00000221910	9	781	0.0154650
ENSG00000221914	22	1519	0.0300786
ENSG00000221916	39	6516	0.1290271
ENSG00000221923	6	553	0.0109503
ENSG00000221926	8	1394	0.0276034
ENSG00000221931	6	607	0.0120196
ENSG00000221932	71	4998	0.0989683
ENSG00000221933	12	1043	0.0206531
ENSG00000221937	17	1489	0.0294846
ENSG00000221938	24	2168	0.0429298
ENSG00000221944	39	3284	0.0650284
ENSG00000221946	28	2607	0.0516227
ENSG00000221947	19	1900	0.0376230
ENSG00000221954	6	1078	0.0213461
ENSG00000221955	19	7235	0.1432645
ENSG00000221963	18	942	0.0186531
ENSG00000221968	30	1851	0.0366527
ENSG00000221970	0	0	0.0000000
ENSG00000221977	11	1199	0.0237421
ENSG00000221978	17	1329	0.0263163
ENSG00000221983	28	1870	0.0370290
ENSG00000221986	31	2981	0.0590285
ENSG00000221988	59	5629	0.1114631
ENSG00000221989	19	1485	0.0294054
ENSG00000221994	3	345	0.0068315
ENSG00000221995	101	10606	0.2100156
ENSG00000221996	23	1659	0.0328508
ENSG00000222009	63	5406	0.1070474
ENSG00000222011	9	582	0.0115245
ENSG00000222014	0	0	0.0000000
ENSG00000222018	13	606	0.0119998
ENSG00000222028	68	6209	0.1229481
ENSG00000222036	0	0	0.0000000
ENSG00000222038	0	0	0.0000000
ENSG00000222046	56	5599	0.1108691
ENSG00000223417	0	0	0.0000000
ENSG00000223443	0	0	0.0000000
ENSG00000223496	30	3653	0.0723352
ENSG00000223501	114	11047	0.2187481
ENSG00000223510	4	371	0.0073464
ENSG00000223547	17	780	0.0154452
ENSG00000223569	0	0	0.0000000
ENSG00000223572	53	5969	0.1181957
ENSG00000223573	50	3737	0.0739985
ENSG00000223591	3	505	0.0099998
ENSG00000223601	30	1473	0.0291677
ENSG00000223609	26	1265	0.0250490
ENSG00000223611	14	1392	0.0275638
ENSG00000223614	0	0	0.0000000
ENSG00000223638	1	203	0.0040197
ENSG00000223658	44	3449	0.0682957
ENSG00000223731	12	1292	0.0255837
ENSG00000223802	51	3616	0.0716025
ENSG00000223865	2	220	0.0043563
ENSG00000223953	103	7532	0.1491456
ENSG00000224051	41	3019	0.0597810
ENSG00000224089	3	107	0.0021188
ENSG00000224107	0	0	0.0000000
ENSG00000224109	4	449	0.0088909
ENSG00000224383	43	3842	0.0760777
ENSG00000224389	129	9322	0.1845904
ENSG00000224420	41	4954	0.0980971
ENSG00000224440	6	721	0.0142769
ENSG00000224470	39	3570	0.0706917
ENSG00000224531	11	688	0.0136235
ENSG00000224578	37	4125	0.0816815
ENSG00000224586	9	841	0.0166531
ENSG00000224659	22	2834	0.0561177
ENSG00000224712	10	835	0.0165343
ENSG00000224877	59	2937	0.0581573
ENSG00000224902	0	0	0.0000000
ENSG00000224916	12	1305	0.0258411
ENSG00000224940	50	4681	0.0926912
ENSG00000224960	29	3231	0.0639789
ENSG00000224982	14	1105	0.0218808
ENSG00000225110	29	3055	0.0604939
ENSG00000225180	36	2714	0.0537415
ENSG00000225190	14	1042	0.0206333
ENSG00000225327	0	0	0.0000000
ENSG00000225366	17	1645	0.0325736
ENSG00000225396	3	113	0.0022376
ENSG00000225526	35	3580	0.0708897
ENSG00000225528	48	3735	0.0739589
ENSG00000225556	18	1002	0.0198412
ENSG00000225614	7	323	0.0063959
ENSG00000225663	50	3732	0.0738995
ENSG00000225697	94	11050	0.2188075
ENSG00000225781	13	1418	0.0280787
ENSG00000225805	1	66	0.0013069
ENSG00000225828	35	3015	0.0597018
ENSG00000225830	3	640	0.0126730
ENSG00000225899	0	0	0.0000000
ENSG00000225921	18	1252	0.0247916
ENSG00000225932	15	1109	0.0219600
ENSG00000225950	20	4393	0.0869884
ENSG00000225968	0	0	0.0000000
ENSG00000225973	45	3988	0.0789687
ENSG00000226023	13	1087	0.0215243
ENSG00000226124	27	3490	0.0691075
ENSG00000226174	33	3032	0.0600384
ENSG00000226288	4	458	0.0090691
ENSG00000226321	34	1437	0.0284549
ENSG00000226372	16	1759	0.0348310
ENSG00000226430	0	0	0.0000000
ENSG00000226479	6	341	0.0067523
ENSG00000226490	23	904	0.0179006
ENSG00000226600	6	404	0.0079998
ENSG00000226650	39	2933	0.0580781
ENSG00000226685	0	0	0.0000000
ENSG00000226690	3	213	0.0042177
ENSG00000226742	7	665	0.0131681
ENSG00000226761	2	141	0.0027920
ENSG00000226763	17	2275	0.0450486
ENSG00000226784	63	5052	0.1000376
ENSG00000226792	19	1005	0.0199006
ENSG00000226887	16	890	0.0176234
ENSG00000226929	0	0	0.0000000
ENSG00000226941	1	237	0.0046930
ENSG00000226979	56	6194	0.1226510
ENSG00000227051	6	323	0.0063959
ENSG00000227057	87	8724	0.1727491
ENSG00000227059	0	0	0.0000000
ENSG00000227124	2	299	0.0059207
ENSG00000227140	0	0	0.0000000
ENSG00000227151	15	945	0.0187125
ENSG00000227234	34	2049	0.0405735
ENSG00000227268	26	2486	0.0492267
ENSG00000227345	7	385	0.0076236
ENSG00000227471	12	728	0.0144156
ENSG00000227488	0	0	0.0000000
ENSG00000227500	14	1293	0.0256035
ENSG00000227507	47	5851	0.1158591
ENSG00000227551	0	0	0.0000000
ENSG00000227729	24	1561	0.0309103
ENSG00000227868	29	2487	0.0492465
ENSG00000227877	24	2564	0.0507713
ENSG00000228049	8	573	0.0113463
ENSG00000228075	42	2755	0.0545534
ENSG00000228083	1	17	0.0003366
ENSG00000228144	22	1546	0.0306133
ENSG00000228198	1	38	0.0007525
ENSG00000228253	99	3568	0.4024363
ENSG00000228278	39	2834	0.0561177
ENSG00000228300	61	4492	0.0889487
ENSG00000228474	64	5664	0.1121562
ENSG00000228486	21	2043	0.0404546
ENSG00000228517	7	514	0.0101780
ENSG00000228567	0	0	0.0000000
ENSG00000228570	5	307	0.0060791
ENSG00000228594	48	4894	0.0969090
ENSG00000228607	39	3701	0.0732857
ENSG00000228672	43	4029	0.0797806
ENSG00000228696	0	0	0.0000000
ENSG00000228716	19	1341	0.0265539
ENSG00000228727	80	6585	0.1303935
ENSG00000228856	0	0	0.0000000
ENSG00000228927	0	0	0.0000000
ENSG00000229117	77	8442	0.1671650
ENSG00000229183	15	550	0.0108909
ENSG00000229292	1	203	0.0040197
ENSG00000229314	39	2930	0.0580187
ENSG00000229453	8	765	0.0151482
ENSG00000229474	21	1764	0.0349300
ENSG00000229544	20	2537	0.0502366
ENSG00000229549	0	0	0.0000000
ENSG00000229579	0	0	0.0000000
ENSG00000229637	16	966	0.0191283
ENSG00000229665	19	1593	0.0315439
ENSG00000229674	6	464	0.0091879
ENSG00000229676	19	2719	0.0538405
ENSG00000229809	16	1727	0.0341973
ENSG00000229833	56	6111	0.1210075
ENSG00000229859	6	178	0.0035247
ENSG00000229894	35	4329	0.0857211
ENSG00000229924	7	915	0.0181185
ENSG00000229937	36	4277	0.0846914
ENSG00000229972	16	1225	0.0242569
ENSG00000230031	0	0	0.0000000
ENSG00000230054	7	282	0.0055840
ENSG00000230062	23	1084	0.0214649
ENSG00000230124	47	2996	0.0593256
ENSG00000230178	0	0	0.0000000
ENSG00000230268	24	1273	0.0252074
ENSG00000230301	8	403	0.0079800
ENSG00000230347	7	514	0.0101780
ENSG00000230358	0	0	0.0000000
ENSG00000230430	0	0	0.0000000
ENSG00000230453	0	0	0.0000000
ENSG00000230522	0	0	0.0000000
ENSG00000230549	0	0	0.0000000
ENSG00000230561	28	2320	0.0459397
ENSG00000230594	13	1087	0.0215243
ENSG00000230601	11	597	0.0118215
ENSG00000230626	9	668	0.0132275
ENSG00000230657	0	0	0.0000000
ENSG00000230667	21	2356	0.0466525
ENSG00000230707	29	5512	0.1091464
ENSG00000230778	86	8806	0.1743728
ENSG00000230797	35	3135	0.0620780
ENSG00000230873	16	1313	0.0259995
ENSG00000230989	25	2572	0.0509297
ENSG00000231051	0	0	0.0000000
ENSG00000231068	5	287	0.0056831
ENSG00000231192	16	1400	0.0277222
ENSG00000231213	27	2417	0.0478604
ENSG00000231256	47	4137	0.0819192
ENSG00000231274	20	2991	0.0592266
ENSG00000231389	9	606	0.0119998
ENSG00000231396	0	0	0.0000000
ENSG00000231500	24	2539	0.0502762
ENSG00000231637	0	0	0.0000000
ENSG00000231738	30	2437	0.0482565
ENSG00000231767	10	604	0.0119602
ENSG00000231824	6	321	0.0063563
ENSG00000231852	145	7926	0.1569474
ENSG00000231861	9	1350	0.0267321
ENSG00000231887	5	342	0.0067721
ENSG00000231924	0	0	0.0000000
ENSG00000231925	36	4449	0.0880973
ENSG00000231989	12	1131	0.0223956
ENSG00000232030	21	2295	0.0454446
ENSG00000232040	3	215	0.0042573
ENSG00000232070	71	8895	0.1761351
ENSG00000232112	101	7412	0.1467694
ENSG00000232113	19	1584	0.0313657
ENSG00000232119	50	5028	0.0995624
ENSG00000232125	35	1715	0.0339597
ENSG00000232196	16	1572	0.0311281
ENSG00000232237	19	1926	0.0381379
ENSG00000232258	12	636	0.0125938
ENSG00000232263	9	397	0.0078612
ENSG00000232264	0	0	0.0000000
ENSG00000232268	11	1138	0.0225342
ENSG00000232382	3	110	0.0021782
ENSG00000232388	23	2392	0.0473654
ENSG00000232399	0	0	0.0000000
ENSG00000232423	0	0	0.0000000
ENSG00000232434	43	2586	0.0512069
ENSG00000232593	41	4413	0.0873844
ENSG00000232629	1	13	0.0002574
ENSG00000232653	4	421	0.0083365
ENSG00000232810	68	7208	0.1427298
ENSG00000232838	4	267	0.0052870
ENSG00000232859	37	3164	0.0626522
ENSG00000232948	0	0	0.0000000
ENSG00000233024	20	2032	0.0402368
ENSG00000233041	66	6281	0.1243738
ENSG00000233050	0	0	0.0000000
ENSG00000233056	4	593	0.0117423
ENSG00000233087	101	4603	0.0911467
ENSG00000233136	0	0	0.0000000
ENSG00000233198	70	5710	0.1130671
ENSG00000233232	26	1788	0.0354052
ENSG00000233276	10	2055	0.0406923
ENSG00000233412	13	630	0.0124750
ENSG00000233436	76	7198	0.1425318
ENSG00000233493	17	1875	0.0371280
ENSG00000233608	21	1747	0.0345934
ENSG00000233670	13	946	0.0187323
ENSG00000233701	5	356	0.0070494
ENSG00000233757	18	1327	0.0262767
ENSG00000233802	0	0	0.0000000
ENSG00000233803	0	0	0.0000000
ENSG00000233816	2	196	0.0038811
ENSG00000233822	21	3356	0.0664541
ENSG00000233917	0	0	0.0000000
ENSG00000233927	9	402	0.0079602
ENSG00000233932	55	8245	0.1632641
ENSG00000233954	31	2566	0.0508109
ENSG00000234068	2	109	0.0021584
ENSG00000234127	9	797	0.0157819
ENSG00000234186	16	1322	0.0261777
ENSG00000234224	16	1210	0.0239599
ENSG00000234278	15	945	0.0187125
ENSG00000234284	16	2670	0.0528702
ENSG00000234289	4	299	0.0059207
ENSG00000234409	15	1521	0.0301182
ENSG00000234414	1	31	0.0006138
ENSG00000234438	40	2767	0.0547910
ENSG00000234444	4	248	0.0049108
ENSG00000234465	16	2265	0.0448506
ENSG00000234469	12	1268	0.0251084
ENSG00000234511	33	2134	0.0422566
ENSG00000234545	56	3430	0.0679194
ENSG00000234560	16	750	0.0148512
ENSG00000234602	40	3781	0.0748698
ENSG00000234616	3	635	0.0125740
ENSG00000234719	8	610	0.0120790
ENSG00000234745	4	133	0.0026336
ENSG00000234776	70	6718	0.1330271
ENSG00000234828	33	2281	0.0451674
ENSG00000234829	2	55	0.0010891
ENSG00000234857	39	3154	0.0624542
ENSG00000234906	8	850	0.0168313
ENSG00000234965	20	1625	0.0321776
ENSG00000235007	47	4031	0.0798202
ENSG00000235034	8	2220	0.0439595
ENSG00000235098	29	1829	0.0362171
ENSG00000235106	3	359	0.0071088
ENSG00000235109	18	2256	0.0446724
ENSG00000235118	66	4929	0.0976020
ENSG00000235162	29	2011	0.0398210
ENSG00000235169	27	1770	0.0350488
ENSG00000235173	45	3031	0.0600186
ENSG00000235194	53	8882	0.1758777
ENSG00000235268	11	1340	0.0265341
ENSG00000235272	7	589	0.0116631
ENSG00000235376	6	416	0.0082375
ENSG00000235387	20	1970	0.0390091
ENSG00000235453	14	3523	0.0697610
ENSG00000235568	10	655	0.0129700
ENSG00000235608	13	1263	0.0250094
ENSG00000235631	19	1206	0.0238807
ENSG00000235699	4	329	0.0065147
ENSG00000235711	9	666	0.0131879
ENSG00000235718	81	6334	0.1254233
ENSG00000235750	31	2342	0.0463753
ENSG00000235780	0	0	0.0000000
ENSG00000235863	32	3135	0.0620780
ENSG00000235942	8	877	0.0173660
ENSG00000235961	4	1874	0.0371082
ENSG00000236027	6	249	0.0049306
ENSG00000236032	15	936	0.0185343
ENSG00000236104	23	2670	0.0528702
ENSG00000236125	0	0	0.0000000
ENSG00000236126	17	1599	0.0316627
ENSG00000236279	10	503	0.0099602
ENSG00000236287	20	2540	0.0502960
ENSG00000236320	31	3674	0.0727510
ENSG00000236362	0	0	0.0000000
ENSG00000236371	22	1932	0.0382567
ENSG00000236396	1	78	0.0015445
ENSG00000236398	6	749	0.0148314
ENSG00000236424	0	0	0.0000000
