Gene stable ID	Chromosome/scaffold name	Transcription start site (TSS)	Gene name
ENSG00000196110	19	9309573	ZNF699
ENSG00000196110	19	9305119	ZNF699
ENSG00000278062	CHR_HSCHR8_2_CTG7	144758837	ZNF251
ENSG00000120149	5	174724533	MSX2
ENSG00000158805	16	89720985	ZNF276
ENSG00000158805	16	89721544	ZNF276
ENSG00000196350	19	22286408	ZNF729
ENSG00000197921	1	2530245	HES5
ENSG00000136931	9	124507430	NR5A1
ENSG00000136931	9	124507235	NR5A1
ENSG00000136931	9	124507420	NR5A1
ENSG00000175213	11	46700818	ZNF408
ENSG00000143390	1	151347251	RFX5
ENSG00000143390	1	151347326	RFX5
ENSG00000143390	1	151344756	RFX5
ENSG00000143390	1	151347357	RFX5
ENSG00000143390	1	151346822	RFX5
ENSG00000143390	1	151347021	RFX5
ENSG00000143390	1	151346973	RFX5
ENSG00000143390	1	151346606	RFX5
ENSG00000143390	1	151347206	RFX5
ENSG00000143390	1	151347228	RFX5
ENSG00000143390	1	151346818	RFX5
ENSG00000143390	1	151347292	RFX5
ENSG00000143390	1	151346872	RFX5
ENSG00000143390	1	151347293	RFX5
ENSG00000143390	1	151346835	RFX5
ENSG00000169953	Y	18773715	HSFY2
ENSG00000169953	Y	18773686	HSFY2
ENSG00000169953	Y	18773735	HSFY2
ENSG00000278570	15	71792638	NR2E3
ENSG00000278570	15	71810554	NR2E3
ENSG00000278570	15	71810592	NR2E3
ENSG00000177045	19	45768851	SIX5
ENSG00000177045	19	45769226	SIX5
ENSG00000178338	5	178859953	ZNF354B
ENSG00000132950	13	19863508	ZMYM5
ENSG00000132950	13	19863524	ZMYM5
ENSG00000132950	13	19863636	ZMYM5
ENSG00000105708	19	19733097	ZNF14
ENSG00000115112	2	121285207	TFCP2L1
ENSG00000167182	17	47896150	SP2
ENSG00000175395	10	37976633	ZNF25
ENSG00000276461	CHR_HSCHR22_3_CTG1	42215442	TCF20
ENSG00000276461	CHR_HSCHR22_3_CTG1	42215440	TCF20
ENSG00000196812	6	28124560	ZSCAN16
ENSG00000107779	10	86756650	BMPR1A
ENSG00000119596	14	74763366	YLPM1
ENSG00000184271	12	51217671	POU6F1
ENSG00000184271	12	51217708	POU6F1
ENSG00000181418	12	48999309	DDN
ENSG00000188313	3	146544864	PLSCR1
ENSG00000188313	3	146544620	PLSCR1
ENSG00000251247	19	36850361	ZNF345
ENSG00000251247	19	36850890	ZNF345
ENSG00000251247	19	36851163	ZNF345
ENSG00000251247	19	36850876	ZNF345
ENSG00000251247	19	36851651	ZNF345
ENSG00000185869	19	36916021	ZNF829
ENSG00000185869	19	36916291	ZNF829
ENSG00000197863	19	36838384	ZNF790
ENSG00000197863	19	36850787	ZNF790
ENSG00000197863	19	36850267	ZNF790
ENSG00000197863	19	36838027	ZNF790
ENSG00000167548	12	49055324	KMT2D
ENSG00000235589	CHR_HSCHR6_MHC_MANN_CTG1	29005225	ZNF311
ENSG00000117505	1	93345888	DR1
ENSG00000117505	1	93345935	DR1
ENSG00000065978	1	42682427	YBX1
ENSG00000109705	4	13545050	NKX3-2
ENSG00000004848	X	25015948	ARX
ENSG00000075891	10	100745711	PAX2
ENSG00000141956	21	41879473	PRDM15
ENSG00000141956	21	41879482	PRDM15
ENSG00000185591	12	53380176	SP1
ENSG00000185591	12	53380194	SP1
ENSG00000185591	12	53380639	SP1
ENSG00000185591	12	53381302	SP1
ENSG00000169856	15	52790012	ONECUT1
ENSG00000188033	19	12610803	ZNF490
ENSG00000133937	14	94770230	GSC
ENSG00000099326	19	58573298	MZF1
ENSG00000099326	19	58573575	MZF1
ENSG00000099326	19	58572775	MZF1
ENSG00000099326	19	58573311	MZF1
ENSG00000197928	19	53254858	ZNF677
ENSG00000197928	19	53251630	ZNF677
ENSG00000162992	2	181680876	NEUROD1
ENSG00000148300	9	133418044	REXO4
ENSG00000148300	9	133418096	REXO4
ENSG00000043355	13	99981772	ZIC2
ENSG00000143013	1	87328468	LMO4
ENSG00000143013	1	87331668	LMO4
ENSG00000182111	7	57450177	ZNF716
ENSG00000197933	19	11738973	ZNF823
ENSG00000138336	10	68560656	TET1
ENSG00000275410	17	37745247	HNF1B
ENSG00000275410	17	37745059	HNF1B
ENSG00000107249	9	4152183	GLIS3
ENSG00000107249	9	4299916	GLIS3
ENSG00000069011	5	135034298	PITX1
ENSG00000069011	5	135034634	PITX1
ENSG00000159556	15	76336724	ISL2
ENSG00000224472	CHR_HSCHR6_MHC_MCF_CTG1	31237108	TCF19
ENSG00000224472	CHR_HSCHR6_MHC_MCF_CTG1	31237150	TCF19
ENSG00000221818	8	26045397	EBF2
ENSG00000221818	8	26041488	EBF2
ENSG00000221818	8	25887916	EBF2
ENSG00000129194	17	7590072	SOX15
ENSG00000129194	17	7590170	SOX15
ENSG00000129194	17	7590091	SOX15
ENSG00000223687	CHR_HSCHR6_MHC_COX_CTG1	29001859	ZNF311
ENSG00000169548	22	22520270	ZNF280A
ENSG00000161405	17	39864188	IKZF3
ENSG00000161405	17	39778225	IKZF3
ENSG00000161405	17	39864126	IKZF3
ENSG00000161405	17	39864127	IKZF3
ENSG00000085276	3	169147734	MECOM
ENSG00000085276	3	169146305	MECOM
ENSG00000085276	3	169663470	MECOM
ENSG00000085276	3	169146675	MECOM
ENSG00000085276	3	169133970	MECOM
ENSG00000085276	3	169146288	MECOM
ENSG00000085276	3	169128034	MECOM
ENSG00000085276	3	169146568	MECOM
ENSG00000085276	3	169146539	MECOM
ENSG00000085276	3	169269238	MECOM
ENSG00000179772	20	31845619	FOXS1
ENSG00000164749	8	75408036	HNF4G
ENSG00000164749	8	75539869	HNF4G
ENSG00000119950	10	110207605	MXI1
ENSG00000119950	10	110210231	MXI1
ENSG00000119950	10	110225993	MXI1
ENSG00000119950	10	110227679	MXI1
ENSG00000171735	1	6785324	CAMTA1
ENSG00000171735	1	6785480	CAMTA1
ENSG00000171735	1	6785491	CAMTA1
ENSG00000171735	1	7736408	CAMTA1
ENSG00000171735	1	7744914	CAMTA1
ENSG00000171735	1	7744961	CAMTA1
ENSG00000173473	3	47781917	SMARCC1
ENSG00000179774	10	68232103	ATOH7
ENSG00000186487	2	2331348	MYT1L
ENSG00000186487	2	1842891	MYT1L
ENSG00000186487	2	2331263	MYT1L
ENSG00000186487	2	2331257	MYT1L
ENSG00000186487	2	1842911	MYT1L
ENSG00000186487	2	1842907	MYT1L
ENSG00000186487	2	1922730	MYT1L
ENSG00000186487	2	2331378	MYT1L
ENSG00000145687	5	81751253	SSBP2
ENSG00000145687	5	81751048	SSBP2
ENSG00000145687	5	81751250	SSBP2
ENSG00000145687	5	81751047	SSBP2
ENSG00000145687	5	81751097	SSBP2
ENSG00000063515	22	19150283	GSC2
ENSG00000159216	21	34888690	RUNX1
ENSG00000159216	21	35049344	RUNX1
ENSG00000159216	21	34887183	RUNX1
ENSG00000159216	21	34889790	RUNX1
ENSG00000159216	21	35049298	RUNX1
ENSG00000069667	15	61229319	RORA
ENSG00000069667	15	60627444	RORA
ENSG00000069667	15	60627463	RORA
ENSG00000069667	15	60592541	RORA
ENSG00000069667	15	60593126	RORA
ENSG00000124782	6	7107597	RREB1
ENSG00000124782	6	7107808	RREB1
ENSG00000124782	6	7108031	RREB1
ENSG00000141510	17	7676594	TP53
ENSG00000141510	17	7687491	TP53
ENSG00000141510	17	7675493	TP53
ENSG00000141510	17	7687481	TP53
ENSG00000141510	17	7687538	TP53
ENSG00000141510	17	7687487	TP53
ENSG00000141510	17	7687427	TP53
ENSG00000141510	17	7677434	TP53
ENSG00000141510	17	7687550	TP53
ENSG00000173011	4	7043391	TADA2B
ENSG00000173011	4	7043535	TADA2B
ENSG00000173011	4	7052824	TADA2B
ENSG00000081059	5	134114711	TCF7
ENSG00000081059	5	134115607	TCF7
ENSG00000081059	5	134115610	TCF7
ENSG00000081059	5	134115625	TCF7
ENSG00000235712	CHR_HSCHR6_MHC_MCF_CTG1	33370974	RXRB
ENSG00000235712	CHR_HSCHR6_MHC_MCF_CTG1	33371048	RXRB
ENSG00000101493	18	76495190	ZNF516
ENSG00000184481	X	71096197	FOXO4
ENSG00000184481	X	71096529	FOXO4
ENSG00000011451	19	15449951	WIZ
ENSG00000011451	19	15432557	WIZ
ENSG00000011451	19	15431150	WIZ
ENSG00000174963	3	147406860	ZIC4
ENSG00000174963	3	147404284	ZIC4
ENSG00000174963	3	147405520	ZIC4
ENSG00000174963	3	147406790	ZIC4
ENSG00000136352	14	36519693	NKX2-1
ENSG00000136352	14	36520228	NKX2-1
ENSG00000136352	14	36521149	NKX2-1
ENSG00000136352	14	36520134	NKX2-1
ENSG00000196652	7	99504651	ZKSCAN5
ENSG00000196652	7	99504675	ZKSCAN5
ENSG00000196652	7	99504950	ZKSCAN5
ENSG00000196652	7	99505254	ZKSCAN5
ENSG00000006704	7	74453790	GTF2IRD1
ENSG00000006704	7	74453970	GTF2IRD1
ENSG00000006704	7	74454109	GTF2IRD1
ENSG00000006704	7	74505992	GTF2IRD1
ENSG00000173258	9	111525159	ZNF483
ENSG00000173258	9	111525216	ZNF483
ENSG00000173258	9	111525233	ZNF483
ENSG00000173258	9	111525189	ZNF483
ENSG00000186446	3	44729596	ZNF501
ENSG00000186446	3	44729606	ZNF501
ENSG00000173917	17	48544989	HOXB2
ENSG00000140548	15	90001392	ZNF710
ENSG00000172789	12	54032853	HOXC5
ENSG00000104856	19	45001430	RELB
ENSG00000104856	19	45001461	RELB
ENSG00000104856	19	45032708	RELB
ENSG00000104856	19	45001449	RELB
ENSG00000147133	X	71366264	TAF1
ENSG00000147133	X	71366305	TAF1
ENSG00000147133	X	71366239	TAF1
ENSG00000101216	20	63619876	GMEB2
ENSG00000101216	20	63627041	GMEB2
ENSG00000102974	16	67562407	CTCF
ENSG00000102974	16	67562467	CTCF
ENSG00000102974	16	67562573	CTCF
ENSG00000102974	16	67570741	CTCF
ENSG00000102974	16	67570773	CTCF
ENSG00000102974	16	67610590	CTCF
ENSG00000184058	22	19756703	TBX1
ENSG00000162702	1	200410056	ZNF281
ENSG00000162702	1	200410009	ZNF281
ENSG00000162702	1	200409992	ZNF281
ENSG00000135363	11	33869536	LMO2
ENSG00000135363	11	33869816	LMO2
ENSG00000135363	11	33892289	LMO2
ENSG00000206510	CHR_HSCHR6_MHC_QBL_CTG1	29681010	ZFP57
ENSG00000206510	CHR_HSCHR6_MHC_QBL_CTG1	29677212	ZFP57
ENSG00000206510	CHR_HSCHR6_MHC_QBL_CTG1	29677064	ZFP57
ENSG00000224379	CHR_HSCHR6_MHC_COX_CTG1	31151089	TCF19
ENSG00000224379	CHR_HSCHR6_MHC_COX_CTG1	31151094	TCF19
ENSG00000172273	11	119121587	HINFP
ENSG00000172273	11	119121616	HINFP
ENSG00000157613	11	46277661	CREB3L1
ENSG00000157613	11	46295126	CREB3L1
ENSG00000157613	11	46311157	CREB3L1
ENSG00000147140	X	71283583	NONO
ENSG00000147140	X	71283590	NONO
ENSG00000147140	X	71283633	NONO
ENSG00000147140	X	71283192	NONO
ENSG00000136367	14	23551649	ZFHX2
ENSG00000130844	19	53521024	ZNF331
ENSG00000130844	19	53521856	ZNF331
ENSG00000130844	19	53538079	ZNF331
ENSG00000130844	19	53538143	ZNF331
ENSG00000130844	19	53538788	ZNF331
ENSG00000130844	19	53554499	ZNF331
ENSG00000130844	19	53536323	ZNF331
ENSG00000130711	9	130664594	PRDM12
ENSG00000176887	2	5692667	SOX11
ENSG00000129654	17	76141299	FOXJ1
ENSG00000159184	17	48729178	HOXB13
ENSG00000163909	1	39639945	HEYL
ENSG00000115415	2	190974935	STAT1
ENSG00000115415	2	191014250	STAT1
ENSG00000115415	2	191013955	STAT1
ENSG00000115415	2	190976922	STAT1
ENSG00000115415	2	191014168	STAT1
ENSG00000115415	2	191014228	STAT1
ENSG00000115415	2	191014197	STAT1
ENSG00000115415	2	191014211	STAT1
ENSG00000115415	2	191020320	STAT1
ENSG00000115415	2	191020960	STAT1
ENSG00000132846	5	77087323	ZBED3
ENSG00000198205	X	57910820	ZXDA
ENSG00000130749	19	47113752	ZC3H4
ENSG00000196628	18	55588629	TCF4
ENSG00000196628	18	55589778	TCF4
ENSG00000196628	18	55321986	TCF4
ENSG00000196628	18	55588625	TCF4
ENSG00000196628	18	55588232	TCF4
ENSG00000196628	18	55589807	TCF4
ENSG00000196628	18	55585908	TCF4
ENSG00000196628	18	55322222	TCF4
ENSG00000196628	18	55510772	TCF4
ENSG00000196628	18	55586105	TCF4
ENSG00000196628	18	55589836	TCF4
ENSG00000196628	18	55401757	TCF4
ENSG00000196628	18	55403995	TCF4
ENSG00000196628	18	55422492	TCF4
ENSG00000196628	18	55302626	TCF4
ENSG00000196628	18	55403714	TCF4
ENSG00000196628	18	55587116	TCF4
ENSG00000196628	18	55588535	TCF4
ENSG00000196628	18	55588617	TCF4
ENSG00000196628	18	55589777	TCF4
ENSG00000196628	18	55636027	TCF4
ENSG00000196628	18	55402240	TCF4
ENSG00000196628	18	55422356	TCF4
ENSG00000168269	5	170105897	FOXI1
ENSG00000168269	5	170105913	FOXI1
ENSG00000100625	14	60724134	SIX4
ENSG00000163435	1	202007945	ELF3
ENSG00000163435	1	202010517	ELF3
ENSG00000163435	1	202010587	ELF3
ENSG00000163435	1	202010644	ELF3
ENSG00000251493	5	73448527	FOXD1
ENSG00000064218	9	976964	DMRT3
ENSG00000064218	9	989837	DMRT3
ENSG00000198353	12	54016931	HOXC4
ENSG00000198353	12	54053877	HOXC4
ENSG00000180806	12	53995509	HOXC9
ENSG00000180806	12	54000119	HOXC9
ENSG00000163792	2	27149004	TCF23
ENSG00000168661	19	34926903	ZNF30
ENSG00000168661	19	34926980	ZNF30
ENSG00000168661	19	34927044	ZNF30
ENSG00000111087	12	57460138	GLI1
ENSG00000111087	12	57463692	GLI1
ENSG00000111087	12	57460135	GLI1
ENSG00000111087	12	57460151	GLI1
ENSG00000082641	17	48048359	NFE2L1
ENSG00000082641	17	48048363	NFE2L1
ENSG00000082641	17	48048370	NFE2L1
ENSG00000082641	17	48048773	NFE2L1
ENSG00000082641	17	48054675	NFE2L1
ENSG00000082641	17	48054692	NFE2L1
ENSG00000082641	17	48054710	NFE2L1
ENSG00000073584	17	40648864	SMARCE1
ENSG00000073584	17	40648654	SMARCE1
ENSG00000073584	17	40648370	SMARCE1
ENSG00000073584	17	40647837	SMARCE1
ENSG00000073584	17	40648137	SMARCE1
ENSG00000073584	17	40647842	SMARCE1
ENSG00000073584	17	40647641	SMARCE1
ENSG00000073584	17	40647830	SMARCE1
ENSG00000073584	17	40648396	SMARCE1
ENSG00000158427	X	103918896	TMSB15B
ENSG00000158427	X	103962669	TMSB15B
ENSG00000158427	X	103962675	TMSB15B
ENSG00000158427	X	103962627	TMSB15B
ENSG00000212993	8	127322183	POU5F1B
ENSG00000212993	8	127409026	POU5F1B
ENSG00000164048	3	48241100	ZNF589
ENSG00000164048	3	48241129	ZNF589
ENSG00000147118	X	48003955	ZNF182
ENSG00000147118	X	48003978	ZNF182
ENSG00000147130	X	71254140	ZMYM3
ENSG00000147130	X	71255146	ZMYM3
ENSG00000147130	X	71254575	ZMYM3
ENSG00000196757	19	11925068	ZNF700
ENSG00000198538	19	52806021	ZNF28
ENSG00000198538	19	52821632	ZNF28
ENSG00000198839	7	112206588	ZNF277
ENSG00000105991	7	27095974	HOXA1
ENSG00000280529	CHR_HSCHR20_1_CTG2	62004528	TAF4
ENSG00000280529	CHR_HSCHR20_1_CTG2	62004453	TAF4
ENSG00000174576	11	66421004	NPAS4
ENSG00000174576	11	66421091	NPAS4
ENSG00000224952	CHR_HSCHR6_MHC_SSTO_CTG1	32197856	PBX2
ENSG00000170265	7	149195485	ZNF282
ENSG00000170265	7	149195550	ZNF282
ENSG00000276876	CHR_HSCHR20_1_CTG3	64155437	MYT1
ENSG00000276876	CHR_HSCHR20_1_CTG3	64168119	MYT1
ENSG00000176371	15	84600986	ZSCAN2
ENSG00000176371	15	84601005	ZSCAN2
ENSG00000176371	15	84601015	ZSCAN2
ENSG00000176371	15	84601018	ZSCAN2
ENSG00000176371	15	84601050	ZSCAN2
ENSG00000176371	15	84603901	ZSCAN2
ENSG00000220201	19	10309880	ZGLP1
ENSG00000220201	19	10309783	ZGLP1
ENSG00000155592	16	25257931	ZKSCAN2
ENSG00000155592	16	25257557	ZKSCAN2
ENSG00000105722	19	42255157	ERF
ENSG00000105722	19	42254635	ERF
ENSG00000105722	19	42253899	ERF
ENSG00000105722	19	42250441	ERF
ENSG00000162419	1	28668732	GMEB1
ENSG00000162419	1	28668778	GMEB1
ENSG00000162419	1	28668780	GMEB1
ENSG00000172006	19	2819874	ZNF554
ENSG00000119608	14	74863834	PROX2
ENSG00000111206	12	2876986	FOXM1
ENSG00000111206	12	2877040	FOXM1
ENSG00000111206	12	2876941	FOXM1
ENSG00000111206	12	2868581	FOXM1
ENSG00000111206	12	2877155	FOXM1
ENSG00000116819	1	35573370	TFAP2E
ENSG00000260027	17	48611020	HOXB7
ENSG00000229544	10	124450184	NKX1-2
ENSG00000164651	7	20786886	SP8
ENSG00000117318	1	23559794	ID3
ENSG00000179588	16	88453317	ZFPM1
ENSG00000102870	16	30787202	ZNF629
ENSG00000180884	19	34964049	ZNF792
ENSG00000137090	9	841690	DMRT1
ENSG00000137090	9	842714	DMRT1
ENSG00000136535	2	161416094	TBR1
ENSG00000136535	2	161417779	TBR1
ENSG00000136535	2	161417895	TBR1
ENSG00000153147	4	143513463	SMARCA5
ENSG00000172201	6	19837386	ID4
ENSG00000123268	12	50763710	ATF1
ENSG00000123268	12	50764292	ATF1
ENSG00000123268	12	50764509	ATF1
ENSG00000143355	1	197912491	LHX9
ENSG00000143355	1	197912505	LHX9
ENSG00000143355	1	197917399	LHX9
ENSG00000151014	4	139015789	NOCT
ENSG00000152266	11	13496020	PTH
ENSG00000152266	11	13496181	PTH
ENSG00000119042	2	199458096	SATB2
ENSG00000119042	2	199465108	SATB2
ENSG00000119042	2	199456088	SATB2
ENSG00000119042	2	199471266	SATB2
ENSG00000163508	3	27722498	EOMES
ENSG00000163508	3	27722312	EOMES
ENSG00000163508	3	27722711	EOMES
ENSG00000084093	4	56907909	REST
ENSG00000084093	4	56908913	REST
ENSG00000084093	4	56909016	REST
ENSG00000084093	4	56907876	REST
ENSG00000084093	4	56908094	REST
ENSG00000171163	1	248858713	ZNF692
ENSG00000171163	1	248859072	ZNF692
ENSG00000171163	1	248859085	ZNF692
ENSG00000171163	1	248858860	ZNF692
ENSG00000113722	5	150166795	CDX1
ENSG00000197124	19	20039506	ZNF682
ENSG00000197124	19	20039205	ZNF682
ENSG00000197124	19	20039443	ZNF682
ENSG00000197124	19	20039255	ZNF682
ENSG00000177932	5	179060415	ZNF354C
ENSG00000089335	19	34677662	ZNF302
ENSG00000089335	19	34677678	ZNF302
ENSG00000089335	19	34677689	ZNF302
ENSG00000185669	16	88686493	SNAI3
ENSG00000105717	19	19618693	PBX4
ENSG00000105717	19	19618916	PBX4
ENSG00000105717	19	19618681	PBX4
ENSG00000215343	8	12104389	ZNF705D
ENSG00000215343	8	12108172	ZNF705D
ENSG00000135638	2	72917475	EMX1
ENSG00000136327	14	36582607	NKX2-8
ENSG00000028277	19	42132478	POU2F2
ENSG00000028277	19	42132476	POU2F2
ENSG00000028277	19	42132419	POU2F2
ENSG00000028277	19	42132427	POU2F2
ENSG00000028277	19	42132465	POU2F2
ENSG00000028277	19	42132399	POU2F2
ENSG00000028277	19	42132473	POU2F2
ENSG00000028277	19	42132391	POU2F2
ENSG00000028277	19	42117432	POU2F2
ENSG00000186790	1	47416072	FOXE3
ENSG00000187187	19	39997076	ZNF546
ENSG00000184436	22	21002086	THAP7
ENSG00000184436	22	21002196	THAP7
ENSG00000160908	7	99500297	ZNF394
ENSG00000160908	7	99500264	ZNF394
ENSG00000198556	7	99472841	ZNF789
ENSG00000198556	7	99472912	ZNF789
ENSG00000130684	20	25686957	ZNF337
ENSG00000130684	20	25696841	ZNF337
ENSG00000160007	19	46918676	ARHGAP35
ENSG00000178150	19	48270102	ZNF114
ENSG00000178150	19	48271056	ZNF114
ENSG00000178150	19	48271397	ZNF114
ENSG00000049768	X	49264826	FOXP3
ENSG00000049768	X	49258505	FOXP3
ENSG00000049768	X	49258527	FOXP3
ENSG00000049768	X	49259240	FOXP3
ENSG00000184302	14	60508951	SIX6
ENSG00000020633	1	24929877	RUNX3
ENSG00000020633	1	24964984	RUNX3
ENSG00000020633	1	24965010	RUNX3
ENSG00000124232	20	45306851	RBPJL
ENSG00000172819	12	53232252	RARG
ENSG00000172819	12	53220259	RARG
ENSG00000172819	12	53220413	RARG
ENSG00000172819	12	53232256	RARG
ENSG00000180318	12	85280107	ALX1
ENSG00000095794	10	35126791	CREM
ENSG00000095794	10	35126810	CREM
ENSG00000095794	10	35126923	CREM
ENSG00000095794	10	35127091	CREM
ENSG00000095794	10	35127117	CREM
ENSG00000095794	10	35127162	CREM
ENSG00000095794	10	35127424	CREM
ENSG00000095794	10	35127457	CREM
ENSG00000095794	10	35127460	CREM
ENSG00000095794	10	35127477	CREM
ENSG00000095794	10	35137836	CREM
ENSG00000095794	10	35148372	CREM
ENSG00000095794	10	35167516	CREM
ENSG00000095794	10	35167726	CREM
ENSG00000095794	10	35175593	CREM
ENSG00000095794	10	35178889	CREM
ENSG00000095794	10	35195127	CREM
ENSG00000095794	10	35195133	CREM
ENSG00000095794	10	35195147	CREM
ENSG00000095794	10	35195865	CREM
ENSG00000095794	10	35195902	CREM
ENSG00000095794	10	35195909	CREM
ENSG00000095794	10	35195917	CREM
ENSG00000095794	10	35196009	CREM
ENSG00000139651	12	53180700	ZNF740
ENSG00000158055	1	24319322	GRHL3
ENSG00000158055	1	24319425	GRHL3
ENSG00000158055	1	24319566	GRHL3
ENSG00000158055	1	24319814	GRHL3
ENSG00000158055	1	24323040	GRHL3
ENSG00000234539	CHR_HSCHR6_MHC_COX_CTG1	32076690	ATF6B
ENSG00000234539	CHR_HSCHR6_MHC_COX_CTG1	32076703	ATF6B
ENSG00000234539	CHR_HSCHR6_MHC_COX_CTG1	32066343	ATF6B
ENSG00000069399	19	44748547	BCL3
ENSG00000178175	5	72507727	ZNF366
ENSG00000143032	1	90717237	BARHL2
ENSG00000083812	19	58467056	ZNF324
ENSG00000083812	19	58467096	ZNF324
ENSG00000169740	10	43648856	ZNF32
ENSG00000169740	10	43648704	ZNF32
ENSG00000061337	8	20303963	LZTS1
ENSG00000061337	8	20255181	LZTS1
ENSG00000061337	8	20255292	LZTS1
ENSG00000175322	18	14132430	ZNF519
ENSG00000269095	19	17255448	AC010646.1
ENSG00000157657	9	113876282	ZNF618
ENSG00000131061	20	33731657	ZNF341
ENSG00000131061	20	33731760	ZNF341
ENSG00000112511	6	33410961	PHF1
ENSG00000196323	11	130314612	ZBTB44
ENSG00000196323	11	130314686	ZBTB44
ENSG00000196323	11	130261889	ZBTB44
ENSG00000152926	7	64991036	ZNF117
ENSG00000152926	7	64982119	ZNF117
ENSG00000140382	15	77420651	HMG20A
ENSG00000140382	15	77420674	HMG20A
ENSG00000169946	8	105318692	ZFPM2
ENSG00000140265	15	43370048	ZSCAN29
ENSG00000140265	15	43370062	ZSCAN29
ENSG00000140265	15	43369910	ZSCAN29
ENSG00000140265	15	43369676	ZSCAN29
ENSG00000180787	17	5078248	ZFP3
ENSG00000181690	8	56211279	PLAG1
ENSG00000181690	8	56211300	PLAG1
ENSG00000261992	CHR_HSCHR1_1_CTG31	153845579	GATAD2B
ENSG00000274746	CHR_HSCHR19_2_CTG2	21777005	ZNF100
ENSG00000203989	X	120077705	RHOXF2B
ENSG00000131721	X	120158561	RHOXF2
ENSG00000129993	16	88941198	CBFA2T3
ENSG00000129993	16	88977204	CBFA2T3
ENSG00000129993	16	88941809	CBFA2T3
ENSG00000129993	16	88941844	CBFA2T3
ENSG00000129993	16	88902515	CBFA2T3
ENSG00000101883	X	120115937	RHOXF1
ENSG00000126351	17	40061904	THRA
ENSG00000126351	17	40062193	THRA
ENSG00000126351	17	40062810	THRA
ENSG00000126351	17	40062899	THRA
ENSG00000126351	17	40068903	THRA
ENSG00000256463	18	78980275	SALL3
ENSG00000256463	18	78991682	SALL3
ENSG00000179388	8	22693302	EGR3
ENSG00000179388	8	22692414	EGR3
ENSG00000126856	16	90077323	PRDM7
ENSG00000126856	16	90075930	PRDM7
ENSG00000173976	19	3772211	RAX2
ENSG00000173976	19	3772221	RAX2
ENSG00000183733	2	70790643	FIGLA
ENSG00000119041	2	196799701	GTF3C3
ENSG00000119041	2	196776588	GTF3C3
ENSG00000119041	2	196785536	GTF3C3
ENSG00000119041	2	196799659	GTF3C3
ENSG00000170100	16	89217710	ZNF778
ENSG00000170100	16	89221076	ZNF778
ENSG00000235608	4	1406331	NKX1-1
ENSG00000138795	4	108168422	LEF1
ENSG00000138795	4	108167798	LEF1
ENSG00000138795	4	108166721	LEF1
ENSG00000138795	4	108167767	LEF1
ENSG00000138795	4	108168956	LEF1
ENSG00000120068	17	48614939	HOXB8
ENSG00000120068	17	48614704	HOXB8
ENSG00000134532	12	23896026	SOX5
ENSG00000134532	12	23949703	SOX5
ENSG00000134532	12	23896027	SOX5
ENSG00000134532	12	24562449	SOX5
ENSG00000134532	12	23584612	SOX5
ENSG00000134532	12	23951032	SOX5
ENSG00000120075	17	48593961	HOXB5
ENSG00000213921	19	39776595	LEUTX
ENSG00000120738	5	138465490	EGR1
ENSG00000176399	9	22446841	DMRTA1
ENSG00000012504	12	100473708	NR1H4
ENSG00000012504	12	100473916	NR1H4
ENSG00000012504	12	100473951	NR1H4
ENSG00000012504	12	100503360	NR1H4
ENSG00000160961	19	14690069	ZNF333
ENSG00000160961	19	14690101	ZNF333
ENSG00000188321	19	9324179	ZNF559
ENSG00000188321	19	9324252	ZNF559
ENSG00000188321	19	9323772	ZNF559
ENSG00000214717	X	2500967	ZBED1
ENSG00000214717	X	2500555	ZBED1
ENSG00000179059	4	187995771	ZFP42
ENSG00000179059	4	188002708	ZFP42
ENSG00000186376	X	135344087	ZNF75D
ENSG00000186376	X	135296033	ZNF75D
ENSG00000107175	9	35732335	CREB3
ENSG00000152784	4	80184285	PRDM8
ENSG00000152784	4	80197504	PRDM8
ENSG00000152784	4	80185270	PRDM8
ENSG00000189067	16	11587563	LITAF
ENSG00000189067	16	11586950	LITAF
ENSG00000189067	16	11586373	LITAF
ENSG00000189067	16	11587247	LITAF
ENSG00000189067	16	11629210	LITAF
ENSG00000189067	16	11586919	LITAF
ENSG00000189067	16	11556736	LITAF
ENSG00000174255	3	114237101	ZNF80
ENSG00000174255	3	114237578	ZNF80
ENSG00000066136	1	40691689	NFYC
ENSG00000066136	1	40691709	NFYC
ENSG00000066136	1	40691716	NFYC
ENSG00000066136	1	40691717	NFYC
ENSG00000066136	1	40691743	NFYC
ENSG00000066136	1	40691838	NFYC
ENSG00000066136	1	40692008	NFYC
ENSG00000066136	1	40692013	NFYC
ENSG00000066136	1	40692290	NFYC
ENSG00000066136	1	40709357	NFYC
ENSG00000066136	1	40709543	NFYC
ENSG00000066136	1	40734848	NFYC
ENSG00000066136	1	40735315	NFYC
ENSG00000066136	1	40738834	NFYC
ENSG00000066136	1	40738836	NFYC
ENSG00000066136	1	40738838	NFYC
ENSG00000198160	1	66924957	MIER1
ENSG00000198160	1	66924959	MIER1
ENSG00000198160	1	66924967	MIER1
ENSG00000198160	1	66930243	MIER1
ENSG00000198160	1	66924895	MIER1
ENSG00000176679	Y	3579041	TGIF2LY
ENSG00000176679	Y	3579115	TGIF2LY
ENSG00000234284	5	179023752	ZNF879
ENSG00000158691	6	28399734	ZSCAN12
ENSG00000158691	6	28399731	ZSCAN12
